取引No,来店日,来店時間,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券内訳,売掛内訳,金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),まとめ買い割引(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","えびしそチーズおろしポン酢","","",365,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"ビール","生ビール","生ジョッキ","",660,3,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"サワー","こだわり酒場のレモンサワー","通常","",550,4,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"アルコール","緑茶ハイ","ノーマル","",495,4,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"単品料理","記憶に残るポテトサラダ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"単品料理","ニラのおひたし","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"単品料理","漬物盛り合わせ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"お通し","お通し","男性","",330,3,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","豚しそ巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"単品料理","すまし汁","","",220,3,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","レタス巻き","レタス明太マヨ","",365,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"単品料理","わさびと食べる紅生姜のだし巻き","","",660,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"日本酒","壬生","","",1650,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","焼き鳥【皮】","タレ","",308,3,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","焼き鳥【もも】","塩","",308,3,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"単品料理","2倍シャカシャカポテト","コンソメ","",1078,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"サワー","こだわりレモン【メガ】","メガレモンサワー","",880,2,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202182559355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C32CDBA47524D7A9239C834432C898A,"串焼き","焼き鳥【レバー】","タレ","",308,3,0,0,-,0,"",0,0,0,0
HD0020260202192431826,2026/02/02,19:24:19,2026/02/02,20:54:02,3113,3113,283,0,3113,283,5003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1890,0,0,0,0,0,1,7,01:29:42,"T11",0001,"近澤幹人","未設定",D8D55F0797024C2E84FE2979128135F7,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202192431826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8D55F0797024C2E84FE2979128135F7,"アルコール","かめやハイボール","かめやハイボール","",550,1,0,0,-,0,"",0,0,0,0
HD0020260202192431826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8D55F0797024C2E84FE2979128135F7,"単品料理","たたききゅうり","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260202192431826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8D55F0797024C2E84FE2979128135F7,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202192431826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8D55F0797024C2E84FE2979128135F7,"ビール","瓶ビール【赤星】","","",770,1,0,0,-,0,"",0,0,0,0
HD0020260202192431826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8D55F0797024C2E84FE2979128135F7,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202192431826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8D55F0797024C2E84FE2979128135F7,"串焼き","焼き鳥【砂肝】","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202191018775,2026/02/02,19:10:04,2026/02/02,21:11:46,8010,8010,728,0,8010,728,0,8010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,02:01:42,"T9",0001,"上田友仁","未設定",D0C7092B4AAA4E60925E78CA52F02995,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"飲み放題ドリンク","フリードリンク","生ビール","",0,6,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"飲み放題ドリンク","フリードリンク","麦【ソーダ割り】","",0,3,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"飲み放題ドリンク","フリードリンク","芋【水割り】","",0,2,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"単品料理","漬物盛り合わせ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"単品料理","軟骨唐揚げ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"コース","飲み放題","飲み放題2H","",2200,2,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202191018775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D0C7092B4AAA4E60925E78CA52F02995,"串焼き","レタス巻き","レタス巻き","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202205828930,2026/02/02,20:58:16,2026/02/02,21:29:17,1606,1606,146,0,1606,146,1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,5,00:31:00,"T16",0001,"小島陽","未設定",107741052BA04537A2BEBC4E842E391A,"串焼き","うずら肉巻き串","","",275,1,0,0,-,0,"",0,0,0,0
HD0020260202205828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107741052BA04537A2BEBC4E842E391A,"ビール","ミニジョッキビール","","",385,1,0,0,-,0,"",0,0,0,0
HD0020260202205828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107741052BA04537A2BEBC4E842E391A,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202205828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107741052BA04537A2BEBC4E842E391A,"串焼き","豚しそ巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260202205828930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107741052BA04537A2BEBC4E842E391A,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202185912807,2026/02/02,18:58:54,2026/02/02,21:44:14,11044,11044,1004,0,11044,1004,11045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,25,02:45:19,"T5",0001,"小島陽","未設定",8902F793CCA24ED28282DDB82AABD38A,"串焼き","アスパラ肉巻き","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"串焼き","椎茸肉巻き","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"串焼き","ミニトマト肉巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"ビール","生ビール","生ジョッキ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"アルコール","角ハイボール","角ハイボール","",660,4,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"サワー","こだわり酒場のレモンサワー","通常","",550,4,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"串焼き","豚しそ巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"単品料理","ししゃも","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"単品料理","シャカシャカポテト","コンソメ","",638,1,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"串焼き","焼き鳥【もも】","タレ","",308,2,0,0,-,0,"",0,0,0,0
HD0020260202185912807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8902F793CCA24ED28282DDB82AABD38A,"串焼き","焼き鳥【砂肝】","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260202195114378,2026/02/02,19:49:19,2026/02/02,22:10:25,13891,13891,1262,0,13891,1262,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1109,0,0,0,0,0,2,28,02:21:06,"T8",0001,"小島陽","未設定",DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","のりチーズ","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","うずら肉巻き串","","",275,2,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"アルコール","角ハイボール","メガ角ハイボール濃いめ","",1000,2,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"アルコール","角ハイボール","濃いめ","",770,4,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"アルコール","角ハイボール","角ハイボール","",660,4,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"単品料理","冷奴","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","豚しそ巻き","","",286,4,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","レタス巻き","レタス巻き","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"単品料理","丸ごとガリトマト","","",715,1,0,0,-,0,"",0,0,0,0
HD0020260202195114378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DFCCB7006B574ABBB09BF4CB6146FC15,"串焼き","焼き鳥【せせり】塩","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,2026/02/02,20:08:27,2026/02/02,22:49:56,11540,11540,1049,0,11540,1049,12040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,2,25,02:41:28,"T3",0001,"近澤幹人","未設定",AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","のりチーズ","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"アルコール","角ハイボール","角ハイボール","",660,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"アルコール","緑茶ハイ","ノーマル","",495,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"単品料理","いぶりがっこ","","",638,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"単品料理","軟骨唐揚げ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","豚しそ巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"単品料理","ニラ玉","","",660,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","豚串","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","レタス巻き","レタス巻き","",350,2,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"アルコール","抹茶ハイ","ノーマル","",605,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","焼き鳥【皮】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","焼き鳥【皮】","塩","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","焼き鳥【もも】","タレ","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","焼き鳥【もも】","塩","",308,1,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"サワー","こだわりレモン【メガ】","メガレモンサワー","",880,3,0,0,-,0,"",0,0,0,0
HD0020260202201139646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AD1B9F455F0D4CCAA5D341659F812F10,"串焼き","エビチリ串","","",365,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,2026/02/03,18:48:42,2026/02/03,20:28:49,9020,9020,820,0,9020,820,10020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,2,18,01:40:07,"T11",0001,"只野翔慎","未設定",9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","ミニトマト肉巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"ビール","生ビール","生ジョッキ","",660,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"サワー","こだわり酒場のレモンサワー","通常","",550,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"単品料理","ニラのおひたし","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"日本酒","四季桜【とちぎの星】","","",1210,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"単品料理","きつね納豆","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"単品料理","チーズの西京焼き","","",770,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"単品料理","ネギトロユッケ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","万能ネギのしゃぶ串","","",330,2,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","焼き鳥【せせり】塩","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203184856952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9D8EE368AC61419FAF5DD2B62147CF79,"串焼き","焼き鳥【砂肝】","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,2026/02/03,19:40:48,2026/02/03,20:30:53,4819,4819,438,0,4819,438,0,4819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,00:50:05,"T2",0001,"只野翔慎","未設定",CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","ミニトマト肉巻き","","",286,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"ビール","生ビール","生ジョッキ","",660,2,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"ソフトドリンク","ウーロン茶","","",385,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"単品料理","軟骨唐揚げ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","豚しそ巻き","","",286,2,0,0,-,0,"",0,0,0,0
HD0020260203194101868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CB38CCA2415C49BA803AD06C0C1CFE07,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260203201550305,2026/02/03,20:14:48,2026/02/03,21:45:00,10311,10311,937,0,10311,937,10311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24,01:30:12,"T3",0001,"増渕陽菜","未設定",E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","アスパラ肉巻き","","",330,3,0,0,-,0,"",0,0,0,0
HD0020260203201550305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E8EA0E1D74434D4AA67F2E3BA94D23F3,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
