集計期間,売上,会計数,会計単価,客数,客単価,商品数,現金支払合計額,現金その他支払合計額,割引額,取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
,,,,,,,,,,RB0120260130230513000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ED4DA41A8542269503E3B15B7C480B,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260130230513000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ED4DA41A8542269503E3B15B7C480B,ウイスキー,ブッシュミルズ12年,1200,1
,,,,,,,,,,RB0120260130234449000,2026/01/31,00:11:43,6270,5700,570,0,6270,570,0,6270,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,570,1,4,00:26:54,5,大泉,9EA667056C9C405EB08BB134D50A6194,その他,tablecharge,500,1
,,,,,,,,,,RB0120260130234449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9EA667056C9C405EB08BB134D50A6194,ウイスキー,ダルモア 12年,1700,2
,,,,,,,,,,RB0120260130234449000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9EA667056C9C405EB08BB134D50A6194,ワイン（グラス）,"サングリア白　1,800円",1800,1
,,,,,,,,,,RB0120260130233510000,2026/01/31,00:54:26,16060,14600,1460,0,16060,1460,0,16060,0,0,0,0,0,0,0,0,0,0,0,0,0,1460,0,1460,3,11,01:19:16,C,大泉,4D3CFF404C834DAF809FE8B5E3CA8A43,その他,tablecharge,500,4
,,,,,,,,,,RB0120260130233510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D3CFF404C834DAF809FE8B5E3CA8A43,カクテル,クラシックカクテル,2000,2
,,,,,,,,,,RB0120260130233510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D3CFF404C834DAF809FE8B5E3CA8A43,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260130233510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D3CFF404C834DAF809FE8B5E3CA8A43,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260130233510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D3CFF404C834DAF809FE8B5E3CA8A43,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260130233510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D3CFF404C834DAF809FE8B5E3CA8A43,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260130233510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D3CFF404C834DAF809FE8B5E3CA8A43,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260131181914000,2026/01/31,18:49:44,14080,12800,1280,0,14080,1280,0,14080,0,0,0,0,0,0,0,0,0,0,0,0,0,1280,0,1280,5,10,00:30:30,"1, 2, 3",大泉,84B86B51729F4FAAA47FB7421AD34A00,その他,tablecharge,500,5
,,,,,,,,,,RB0120260131181914000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84B86B51729F4FAAA47FB7421AD34A00,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,3
,,,,,,,,,,RB0120260131181914000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84B86B51729F4FAAA47FB7421AD34A00,ジャパニーズカクテル,Hojicha Negroni,1700,2
,,,,,,,,,,RB0120260131180808000,2026/01/31,20:01:38,11550,10500,1050,0,11550,1050,0,11550,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,1050,2,3,01:53:30,C,大泉,485AA04AD95E4A1F85255453BFA1DFD9,未設定,No charge,0,1
,,,,,,,,,,RB0120260131180808000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485AA04AD95E4A1F85255453BFA1DFD9,コース&セット,招待日和コース(食事のみ)+チャージ別＋サ別,10000,1
,,,,,,,,,,RB0120260131180808000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485AA04AD95E4A1F85255453BFA1DFD9,その他,tablecharge,500,1
,,,,,,,,,,RB0120260131190017000,2026/01/31,20:02:59,10010,9100,910,0,10010,910,0,10010,0,0,0,0,0,0,0,0,0,0,0,0,0,910,0,910,2,8,01:02:42,D,大泉,5B9D2A9C0C2D4CDBACF0E6177D31059E,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260131190017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5B9D2A9C0C2D4CDBACF0E6177D31059E,その他,tablecharge,500,2
,,,,,,,,,,RB0120260131190017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5B9D2A9C0C2D4CDBACF0E6177D31059E,ワイン（グラス）,デバルド・ロッソ,1200,1
,,,,,,,,,,RB0120260131190017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5B9D2A9C0C2D4CDBACF0E6177D31059E,アラカルト,フレンチフライ,1000,1
,,,,,,,,,,RB0120260131190017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5B9D2A9C0C2D4CDBACF0E6177D31059E,ジャパニーズカクテル,Niu Japonica,1600,1
,,,,,,,,,,RB0120260131190017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5B9D2A9C0C2D4CDBACF0E6177D31059E,オリジナルカクテル,Syndicate,1800,1
,,,,,,,,,,RB0120260131190017000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5B9D2A9C0C2D4CDBACF0E6177D31059E,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260131192947000,2026/01/31,20:29:59,15510,14100,1410,0,15510,1410,0,15510,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,1410,3,12,01:00:12,A,大泉,F57478CB52FD48938EE09D8027CE68B3,その他,tablecharge,500,3
,,,,,,,,,,RB0120260131192947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F57478CB52FD48938EE09D8027CE68B3,ワイン（グラス）,デバルド・ロッソ,1200,6
,,,,,,,,,,RB0120260131192947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F57478CB52FD48938EE09D8027CE68B3,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260131192947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F57478CB52FD48938EE09D8027CE68B3,オリジナルカクテル,Tommy's Verde Margarita,1800,2
,,,,,,,,,,RB0120260131204504000,2026/01/31,21:52:02,9460,8600,860,0,9460,860,0,9460,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0,860,3,8,01:06:58,D,大泉,50853F7F5A6347BD85F2D5402A4C81D1,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260131204504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50853F7F5A6347BD85F2D5402A4C81D1,その他,tablecharge,500,3
,,,,,,,,,,RB0120260131204504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50853F7F5A6347BD85F2D5402A4C81D1,ワイン（グラス）,パナメラ・カルベネ・ソーヴィニョン,1600,1
,,,,,,,,,,RB0120260131204504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50853F7F5A6347BD85F2D5402A4C81D1,ご飯もの,ラザニア,1600,1
,,,,,,,,,,RB0120260131204504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50853F7F5A6347BD85F2D5402A4C81D1,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260131204504000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50853F7F5A6347BD85F2D5402A4C81D1,ドリンク,梅酒,1200,1
,,,,,,,,,,RB0120260131201727000,2026/01/31,22:47:45,14960,13600,1360,0,14960,1360,0,14960,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0,1360,2,11,02:30:18,B,大泉,C7ECC59F58B6413FA048BA081408AB0F,スナック,MIXローストナッツ,800,1
,,,,,,,,,,RB0120260131201727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ECC59F58B6413FA048BA081408AB0F,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260131201727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ECC59F58B6413FA048BA081408AB0F,その他,tablecharge,500,2
,,,,,,,,,,RB0120260131201727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ECC59F58B6413FA048BA081408AB0F,ワイン（グラス）,デバルド・ビアンコ,1200,1
,,,,,,,,,,RB0120260131201727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ECC59F58B6413FA048BA081408AB0F,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260131201727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ECC59F58B6413FA048BA081408AB0F,ジャパニーズカクテル,焙じ茶ジンソーダ,1400,2
,,,,,,,,,,RB0120260131201727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ECC59F58B6413FA048BA081408AB0F,ウイスキー,アードベック 10年,1600,2
,,,,,,,,,,RB0120260131201727000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C7ECC59F58B6413FA048BA081408AB0F,ワイン（グラス）,"サングリア白　1,800円",1800,1
,,,,,,,,,,RB0120260131223737000,2026/01/31,23:23:12,4730,4300,430,0,4730,430,5000,0,0,0,0,0,0,0,0,0,0,0,0,270,0,430,0,430,2,4,00:45:35,A,大泉,1C3AA739A4D943F8AEDC3DF4FCFCB41A,その他,tablecharge,500,2
,,,,,,,,,,RB0120260131223737000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1C3AA739A4D943F8AEDC3DF4FCFCB41A,オリジナルカクテル,ゴールデンタイムフィズ,1700,1
,,,,,,,,,,RB0120260131223737000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1C3AA739A4D943F8AEDC3DF4FCFCB41A,オリジナルカクテル,Cafe Oaxaca,1600,1
,,,,,,,,,,RB0120260131205754000,2026/01/31,23:39:50,15530,15300,1411,0,15530,1411,16050,0,0,0,0,0,0,0,0,0,0,0,0,520,0,230,0,230,4,14,02:41:55,E,大泉,9DF3C06E49CD41BDADAEFE21F98088D3,その他,tablecharge,500,4
,,,,,,,,,,RB0120260131205754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DF3C06E49CD41BDADAEFE21F98088D3,ワイン（グラス）,パナメラ・シャルドネ,1600,1
,,,,,,,,,,RB0120260131205754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DF3C06E49CD41BDADAEFE21F98088D3,オリジナルカクテル,セイロンバックスフィズ,1500,1
,,,,,,,,,,RB0120260131205754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DF3C06E49CD41BDADAEFE21F98088D3,オリジナルカクテル,ゴールデンタイムフィズ,1700,2
,,,,,,,,,,RB0120260131205754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DF3C06E49CD41BDADAEFE21F98088D3,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260131205754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DF3C06E49CD41BDADAEFE21F98088D3,ソフトドリンク,ウーロン茶,800,2
,,,,,,,,,,RB0120260131205754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DF3C06E49CD41BDADAEFE21F98088D3,ソフトドリンク,グレープフルーツジュース,800,2
,,,,,,,,,,RB0120260131205754000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9DF3C06E49CD41BDADAEFE21F98088D3,ワイン（グラス）,"サングリア赤　1,800円",1800,1
,,,,,,,,,,RB0120260201185248000,2026/02/01,18:53:46,3960,3600,360,0,3960,360,5000,0,0,0,0,0,0,0,0,0,0,0,0,1040,0,360,0,360,2,4,00:00:58,"7, 8",大泉,D425E8212C454F4E9302C419FCA1056C,その他,tablecharge,500,2
,,,,,,,,,,RB0120260201185248000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D425E8212C454F4E9302C419FCA1056C,ビール,ガージェリー,1300,2
,,,,,,,,,,RB0120260201193357000,2026/02/01,21:35:52,23870,21700,2170,0,23870,2170,0,23870,0,0,0,0,0,0,0,0,0,0,0,0,0,2170,0,2170,3,10,02:01:55,E,大泉,7E946E2F7355472485242A66E639F0E7,その他,tablecharge,500,3
,,,,,,,,,,RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,アラカルト,フレンチフライ,1000,3
,,,,,,,,,,RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,デザート,本日のデザート,1200,1
,,,,,,,,,,RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,スナック,パテドカンパーニュ,1000,1
,,,,,,,,,,RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,ワイン,キャンティ・クラシッコ リゼルヴァ ボナッキ,7000,1
,,,,,,,,,,RB0120260201193357000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7E946E2F7355472485242A66E639F0E7,ワイン,リチャード・ハミルトン リトル・ロード シラーズ,8000,1
,,,,,,,,,,RB0120260201204720000,2026/02/01,22:24:20,4400,4000,400,0,4400,400,5000,0,0,0,0,0,0,0,0,0,0,0,0,600,0,400,0,400,1,5,01:37:00,5,大泉,992F4661518848CD8124C7889C81783D,未設定,No charge,0,1
,,,,,,,,,,RB0120260201204720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992F4661518848CD8124C7889C81783D,スナック,ビーフジャーキー,1000,1
,,,,,,,,,,RB0120260201204720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992F4661518848CD8124C7889C81783D,ウイスキー（ハイボール・ボトル・オリジナル）,同業ハイボール,1000,2
,,,,,,,,,,RB0120260201204720000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992F4661518848CD8124C7889C81783D,ソフトドリンク,紅茶,1000,1
,,,,,,,,,,RB0120260201205708000,2026/02/01,22:27:26,10560,9600,960,0,10560,960,0,10560,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0,960,2,8,01:30:18,A,大泉,A1B1536176E947579B692C3C66A90018,その他,tablecharge,500,2
,,,,,,,,,,RB0120260201205708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1B1536176E947579B692C3C66A90018,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,3
,,,,,,,,,,RB0120260201205708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1B1536176E947579B692C3C66A90018,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260201205708000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A1B1536176E947579B692C3C66A90018,ドリンク,梅酒,1200,2
,,,,,,,,,,RB0120260201220015000,2026/02/01,22:43:50,6160,5600,560,0,6160,560,0,6160,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,560,2,5,00:43:34,E,大泉,939F1960FB744C1EAC2106CFEB1D15AF,スナック,生チョコレート,1000,1
,,,,,,,,,,RB0120260201220015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939F1960FB744C1EAC2106CFEB1D15AF,その他,tablecharge,500,2
,,,,,,,,,,RB0120260201220015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939F1960FB744C1EAC2106CFEB1D15AF,ジャパニーズカクテル,Japanese High Tea,1800,1
,,,,,,,,,,RB0120260201220015000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,939F1960FB744C1EAC2106CFEB1D15AF,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260201213650000,2026/02/01,22:58:55,6600,6000,600,0,6600,600,0,6600,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,600,1,5,01:22:04,7,大泉,98C9241C42274042BA62F3DB70D81F72,未設定,No charge,0,1
,,,,,,,,,,RB0120260201213650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98C9241C42274042BA62F3DB70D81F72,ビール,ハートランド,1000,1
,,,,,,,,,,RB0120260201213650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98C9241C42274042BA62F3DB70D81F72,ウイスキー,ロイヤルブラックラ 12年,1800,1
,,,,,,,,,,RB0120260201213650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98C9241C42274042BA62F3DB70D81F72,ウイスキー,スプリングバンク 10年,1800,1
,,,,,,,,,,RB0120260201213650000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98C9241C42274042BA62F3DB70D81F72,ウイスキー,メーカーズマーク,1400,1
,,,,,,,,,,RB0120260201224514000,2026/02/02,00:50:34,15400,14000,1400,0,15400,1400,0,15400,0,0,0,0,0,0,0,0,0,0,0,0,0,1400,0,1400,2,10,02:05:19,D,大泉,4E929B93782244DFA739CA8C69EDF5A1,その他,tablecharge,500,2
,,,,,,,,,,RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,アラカルト,カルパッチョ,1700,1
,,,,,,,,,,RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,カクテル,クラシックカクテル,1400,1
,,,,,,,,,,RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,ジャパニーズウイスキー,知多,1700,1
,,,,,,,,,,RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,ジャパニーズカクテル,山葵と梨のスマッシュ,2300,1
,,,,,,,,,,RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,ジャパニーズカクテル,Japanese High Tea,1800,2
,,,,,,,,,,RB0120260201224514000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4E929B93782244DFA739CA8C69EDF5A1,スナック,牡蠣のレモンマリネ,1000,1
,,,,,,,,,,RB0120260202185505000,2026/02/02,19:26:54,14300,13000,1300,0,14300,1300,0,14300,0,0,0,0,0,0,0,0,0,0,0,0,0,1300,0,1300,5,10,00:31:48,E,大泉,B3F9B5C34F0C4CBFA147CFA4591BBAB2,その他,tablecharge,500,5
,,,,,,,,,,RB0120260202185505000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3F9B5C34F0C4CBFA147CFA4591BBAB2,カクテル,クラシックカクテル,3500,1
,,,,,,,,,,RB0120260202185505000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3F9B5C34F0C4CBFA147CFA4591BBAB2,オリジナルカクテル,Espresso Martini,1800,1
,,,,,,,,,,RB0120260202185505000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3F9B5C34F0C4CBFA147CFA4591BBAB2,オリジナルカクテル,Tommy's Verde Margarita,1800,1
,,,,,,,,,,RB0120260202185505000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B3F9B5C34F0C4CBFA147CFA4591BBAB2,ジャパニーズカクテル,Hojicha Negroni,1700,2
,,,,,,,,,,RB0120260202202747000,2026/02/02,21:32:05,3000,5000,272,0,3000,272,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2000,0,-2000,1,5,01:04:18,4,大泉,5FDA1BF99E824E8982F2388F8E6EAECD,未設定,No charge,0,1
,,,,,,,,,,RB0120260202202747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5FDA1BF99E824E8982F2388F8E6EAECD,その他,丸氷,100,1
,,,,,,,,,,RB0120260202202747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5FDA1BF99E824E8982F2388F8E6EAECD,黒板メニュー,黒板メニュー　肉料理,1800,1
,,,,,,,,,,RB0120260202202747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5FDA1BF99E824E8982F2388F8E6EAECD,ビール,ガージェリー,1300,1
,,,,,,,,,,RB0120260202202747000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5FDA1BF99E824E8982F2388F8E6EAECD,ウイスキー,グレンリベット15年,1800,1
,,,,,,,,,,RB0120260202205900000,2026/02/02,22:18:32,2700,3000,245,0,2700,245,0,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,-300,0,-300,2,4,01:19:31,D,大泉,AC16A39B67AF470ABF8CE0C597393473,未設定,No charge,0,2
,,,,,,,,,,RB0120260202205900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC16A39B67AF470ABF8CE0C597393473,その他,ドリンク,1200,1
,,,,,,,,,,RB0120260202205900000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC16A39B67AF470ABF8CE0C597393473,ジャパニーズカクテル,本わさびジンソニック,1800,1
,,,,,,,,,,RB0120260202232221000,2026/02/02,23:25:29,6120,6800,556,0,6120,556,0,6120,0,0,0,0,0,0,0,0,0,0,0,0,0,-680,0,-680,3,8,00:03:08,D,大泉,EE39D6ADA27845B7BA0EBB6D63E301DC,その他,tablecharge,500,3
,,,,,,,,,,RB0120260202232221000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EE39D6ADA27845B7BA0EBB6D63E301DC,その他,丸氷,100,1
,,,,,,,,,,RB0120260202232221000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EE39D6ADA27845B7BA0EBB6D63E301DC,ノンアルコールカクテル,ヘーゼルナッツラテ,1300,3
,,,,,,,,,,RB0120260202232221000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EE39D6ADA27845B7BA0EBB6D63E301DC,ウイスキー,デュワーズ 12年,1300,1
,,,,,,,,,,RB0120260202230031000,2026/02/02,23:45:25,4240,5300,385,0,4240,385,0,0,0,4240,0,0,0,0,0,0,0,0,0,0,0,-1060,0,-1060,1,5,00:44:54,7,大泉,B4EB9CD283E74CE2A3CE31AC12D80B17,未設定,No charge,0,1
,,,,,,,,,,RB0120260202230031000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4EB9CD283E74CE2A3CE31AC12D80B17,スナック,ドライフルーツ,1000,1
,,,,,,,,,,RB0120260202230031000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4EB9CD283E74CE2A3CE31AC12D80B17,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260202230031000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4EB9CD283E74CE2A3CE31AC12D80B17,ウイスキー（ハイボール・ボトル・オリジナル）,ハウスハイボール,1300,1
,,,,,,,,,,RB0120260202230031000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B4EB9CD283E74CE2A3CE31AC12D80B17,ウイスキー,タリスカー10年,1400,1
,,,,,,,,,,RB0120260202223944000,2026/02/03,00:10:11,24530,22300,2230,0,24530,2230,0,24530,0,0,0,0,0,0,0,0,0,0,0,0,0,2230,0,2230,5,19,01:30:27,E,大泉,B9DC786427E147D783088E301D440D03,その他,tablecharge,500,5
,,,,,,,,,,RB0120260202223944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9DC786427E147D783088E301D440D03,その他,丸氷,100,6
,,,,,,,,,,RB0120260202223944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9DC786427E147D783088E301D440D03,カクテル,クラシックカクテル,2200,1
,,,,,,,,,,RB0120260202223944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9DC786427E147D783088E301D440D03,ジン,季の美,1400,2
,,,,,,,,,,RB0120260202223944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9DC786427E147D783088E301D440D03,ジャパニーズウイスキー,鶴,3500,1
,,,,,,,,,,RB0120260202223944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9DC786427E147D783088E301D440D03,ジャパニーズウイスキー,嘉之助,2000,1
,,,,,,,,,,RB0120260202223944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9DC786427E147D783088E301D440D03,ジャパニーズウイスキー,富士,3700,1
,,,,,,,,,,RB0120260202223944000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9DC786427E147D783088E301D440D03,ウイスキー,ラガヴーリン 16年,2500,2
,,,,,,,,,,RB0120260203000124000,2026/02/03,00:11:02,50710,46100,4610,0,50710,4610,0,50710,0,0,0,0,0,0,0,0,0,0,0,0,0,4610,0,4610,10,32,00:09:38,"B, C",大泉,3AE3D594A526490BBEB78BA1F03E3C21,その他,tablecharge,500,10
,,,,,,,,,,RB0120260203000124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AE3D594A526490BBEB78BA1F03E3C21,ジャパニーズカクテル,本わさびジンソニック,2100,1
,,,,,,,,,,RB0120260203000124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AE3D594A526490BBEB78BA1F03E3C21,ジャパニーズカクテル,本わさびジンソニック,2000,6
,,,,,,,,,,RB0120260203000124000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3AE3D594A526490BBEB78BA1F03E3C21,ジャパニーズカクテル,本わさびジンソニック,1800,15
,,,,,,,,,,RB0120260202225901000,2026/02/03,01:02:08,4550,9100,413,0,4550,413,0,4550,0,0,0,0,0,0,0,0,0,0,0,0,0,-4550,0,-4550,0,6,02:03:07,6,大泉,E24F60ADA49041CA839F9668E3E3B237,未設定,No charge,0,1
,,,,,,,,,,RB0120260202225901000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E24F60ADA49041CA839F9668E3E3B237,スナック,生ハム盛り,1600,1
,,,,,,,,,,RB0120260202225901000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E24F60ADA49041CA839F9668E3E3B237,ジン,ヘンドリックス,1400,1
,,,,,,,,,,RB0120260202225901000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E24F60ADA49041CA839F9668E3E3B237,ジン,タンカレーNo10,1400,1
,,,,,,,,,,RB0120260202225901000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E24F60ADA49041CA839F9668E3E3B237,ジャパニーズカクテル,Hojicha Negroni,1700,1
,,,,,,,,,,RB0120260202225901000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E24F60ADA49041CA839F9668E3E3B237,ウイスキー,マッカランシェリーカスク12年,3000,1
,,,,,,,,,,RB0120260203194735000,2026/02/03,20:57:21,3720,6200,338,0,3720,338,4000,0,0,0,0,0,0,0,0,0,0,0,0,280,0,-2480,0,-2480,2,5,01:09:46,"4, 5",橋本,098731F5809E4EFC8620AD432F4BAC71,未設定,No charge,0,2
