"H.集計フラグ","H.店舗","H.伝票番号","H.伝票番号枝番","H.曜日","H.支払ステータス","H.伝票処理日","H.返還元年月(返品)","H.返還元年月日(赤伝)","H.テーブル番号","H.客数（合計）","H.客数（男）","H.客数（女）","H.客数（選択なし）","H.深夜料金","H.テーブルチャージ料金","H.サービス料金","H.小計","H.総商品数","H.伝票金額","H.伝票税額","H.税抜金額10%","H.税額10%","H.税抜金額8%","H.税額8%","H.非課税金額","H.不課税金額","H.お預かり金額","H.おつり","H.免税額（一般品）","H.免税額（消耗品）","H.値引金額","H.支払金額（現金）","H.支払金額（クレジットカード）","H.支払金額（ポイント）","H.支払金額（電子マネー）","H.支払金額（商品券：釣り無）","H.商品券差額","H.支払金額（商品券：釣り有）","H.商品券現金釣銭","H.支払金額（その他）","H.レジ担当者ID","H.スタイリスト（理美容のみ）","H.受付番号","H.テーブル合算後伝票番号","H.税集計区分","H.支払メモ","H.領収書発行回数","H.領収書発行最終日付","H.キッチンプリンタ印字成否","H.キッチンプリンタ印字日付","H.レシートプリンタ印字成否","H.レシートプリンタ印字日付","H.基幹転送成否","H.基幹転送日付","C.お客様","C.お客様代表","C.客層","H.元伝票番号","H.登録番号","H.事業者名","H.集計営業日","H.伝票発行日"
"*","001:麻布しき 旗の台店","No:202500100003723","0","火","40:黒伝票","2025/09/23 21:12:15","","","000000009:カウンター９","1","1","0","0","0","0","0","2750","4","2750","250","2500","250","0","0","0","0","5000","2250","0","0","0","2750","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/23 21:12:18","","","","No:202500100003701","T7010401147721","株式会社 麻布しき","23","2025/09/23 21:12:11"
"*","001:麻布しき 旗の台店","No:202500100003724","0","火","30:赤伝票","2025/09/23 13:09:59","","20250923","000000003:カウンター３","0","0","0","0","0","0","0","-2400","-2","-2400","-218","-2182","-218","0","0","0","0","0","0","0","0","0","0","0","0","-2400","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/23 13:10:03","1:成功","2025/09/23 21:12:36","","","","No:202500100003700","T7010401147721","株式会社 麻布しき","23","2025/09/23 11:14:38"
"*","001:麻布しき 旗の台店","No:202500100003725","0","火","40:黒伝票","2025/09/23 21:12:47","","","000000003:カウンター３","2","2","0","0","0","0","0","2400","2","2400","218","2182","218","0","0","0","0","0","0","0","0","0","0","0","0","2400","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/23 21:12:50","","","","No:202500100003700","T7010401147721","株式会社 麻布しき","23","2025/09/23 21:12:43"
"*","001:麻布しき 旗の台店","No:202500100003726","0","水","10:会計済","2025/09/24 12:30:13","","","000000001:カウンター１","2","1","1","0","0","0","0","2900","2","2900","263","2637","263","0","0","0","0","0","0","0","0","0","0","0","0","2900","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:30:17","1:成功","2025/09/24 12:35:14","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:27:37"
"*","001:麻布しき 旗の台店","No:202500100003727","0","水","10:会計済","2025/09/24 12:42:45","","","000000003:カウンター３","0","0","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","1200","0","0","0","0","1200","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:42:49","1:成功","2025/09/24 12:42:52","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:27:43"
"*","001:麻布しき 旗の台店","No:202500100003728","0","水","11:分割会計済","2025/09/24 12:41:54","","","000000005:カウンター５","2","2","0","0","0","0","0","2400","2","2200","200","2000","200","0","0","0","0","1100","0","0","0","200","1100","0","0","1100","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/24 12:41:58","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:27:48"
"","001:麻布しき 旗の台店","No:202500100003728","1","水","11:分割会計済","2025/09/24 12:41:26","","","000000005:カウンター５","2","2","0","0","0","0","0","1200","1","1100","100","1000","100","0","0","0","0","1100","0","0","0","100","1100","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:41:29","1:成功","2025/09/24 12:41:58","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:27:48"
"","001:麻布しき 旗の台店","No:202500100003728","2","水","11:分割会計済","2025/09/24 12:41:54","","","000000005:カウンター５","2","2","0","0","0","0","0","1200","1","1100","100","1000","100","0","0","0","0","0","0","0","0","100","0","0","0","1100","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:41:57","1:成功","2025/09/24 12:41:58","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:27:48"
"*","001:麻布しき 旗の台店","No:202500100003729","0","水","10:会計済","2025/09/24 14:05:14","","","000000007:カウンター７","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/24 14:05:16","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:27:53"
"*","001:麻布しき 旗の台店","No:202500100003730","0","水","10:会計済","2025/09/24 12:42:22","","","000000009:カウンター９","1","1","0","0","0","0","0","1600","1","1600","145","1455","145","0","0","0","0","0","0","0","0","0","0","0","0","1600","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/24 12:42:24","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:27:58"
"*","001:麻布しき 旗の台店","No:202500100003731","0","水","10:会計済","2025/09/24 12:56:38","","","000000013:テーブル１","5","5","0","0","0","0","0","24450","9","24450","2222","22228","2222","0","0","0","0","0","0","0","0","0","0","24450","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:56:42","1:成功","2025/09/24 12:56:53","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:28:04"
"*","001:麻布しき 旗の台店","No:202500100003732","0","水","10:会計済","2025/09/24 14:05:27","","","000000014:テーブル２","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/24 14:05:28","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:28:25"
"*","001:麻布しき 旗の台店","No:202500100003733","0","水","10:会計済","2025/09/24 12:24:57","","","000000016:テーブル４","5","5","0","0","0","0","0","7200","5","7200","654","6546","654","0","0","0","0","10000","2800","0","0","0","7200","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","1","20250924122505","1:成功"," ","1:成功","2025/09/24 12:25:01","1:成功","2025/09/24 12:25:37","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:28:30"
"*","001:麻布しき 旗の台店","No:202500100003734","0","水","11:分割会計済","2025/09/24 12:37:53","","","000000027:奥座1","9","8","1","0","0","0","0","30840","18","30840","2800","28040","2800","0","0","0","0","40500","9660","0","0","0","30840","0","0","0","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","1","水","11:分割会計済","2025/09/24 12:23:53","","","000000027:奥座1","9","8","1","0","0","0","0","1800","2","1800","163","1637","163","0","0","0","0","2000","200","0","0","0","1800","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:23:56","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","2","水","11:分割会計済","2025/09/24 12:24:22","","","000000027:奥座1","9","8","1","0","0","0","0","1700","2","1700","154","1546","154","0","0","0","0","2000","300","0","0","0","1700","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:24:26","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","3","水","11:分割会計済","2025/09/24 12:28:28","","","000000027:奥座1","9","8","1","0","0","0","0","2300","2","2300","209","2091","209","0","0","0","0","2500","200","0","0","0","2300","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:28:32","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","4","水","11:分割会計済","2025/09/24 12:35:35","","","000000027:奥座1","9","8","1","0","0","0","0","1800","2","1800","163","1637","163","0","0","0","0","2000","200","0","0","0","1800","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:35:38","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","5","水","11:分割会計済","2025/09/24 12:36:00","","","000000027:奥座1","9","8","1","0","0","0","0","6270","2","6270","570","5700","570","0","0","0","0","10000","3730","0","0","0","6270","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:36:03","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","6","水","11:分割会計済","2025/09/24 12:36:35","","","000000027:奥座1","9","8","1","0","0","0","0","2370","2","2370","215","2155","215","0","0","0","0","2500","130","0","0","0","2370","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:36:39","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","7","水","11:分割会計済","2025/09/24 12:37:02","","","000000027:奥座1","9","8","1","0","0","0","0","2400","2","2400","218","2182","218","0","0","0","0","2500","100","0","0","0","2400","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:37:05","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","8","水","11:分割会計済","2025/09/24 12:37:27","","","000000027:奥座1","9","8","1","0","0","0","0","6100","2","6100","554","5546","554","0","0","0","0","7000","900","0","0","0","6100","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:37:30","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"","001:麻布しき 旗の台店","No:202500100003734","9","水","11:分割会計済","2025/09/24 12:37:53","","","000000027:奥座1","9","8","1","0","0","0","0","6100","2","6100","554","5546","554","0","0","0","0","10000","3900","0","0","0","6100","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 12:37:57","1:成功","2025/09/24 12:38:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:35:41"
"*","001:麻布しき 旗の台店","No:202500100003735","0","水","10:会計済","2025/09/24 11:51:34","","","000000017:ウーバーイーツ1","0","0","0","0","0","0","0","1300","1","1300","96","0","0","1204","96","0","0","0","0","0","0","0","0","1300","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","1","20250924115142","1:成功"," ","1:成功","2025/09/24 11:51:38","1:成功","2025/09/24 11:52:26","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 11:50:12"
"*","001:麻布しき 旗の台店","No:202500100003736","0","水","10:会計済","2025/09/24 13:29:18","","","000000016:テーブル４","6","6","0","0","0","0","0","7100","6","6500","590","5910","590","0","0","0","0","7000","500","0","0","600","6500","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 13:29:21","1:成功","2025/09/24 13:36:02","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 12:36:42"
"*","001:麻布しき 旗の台店","No:202500100003737","0","水","10:会計済","2025/09/24 13:20:33","","","000000001:カウンター１","0","0","0","0","0","0","0","1500","1","1500","136","1364","136","0","0","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 13:20:36","1:成功","2025/09/24 13:25:20","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 12:43:00"
"*","001:麻布しき 旗の台店","No:202500100003738","0","水","10:会計済","2025/09/24 14:05:09","","","000000005:カウンター５","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/24 14:05:11","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 12:43:06"
"*","001:麻布しき 旗の台店","No:202500100003739","0","水","10:会計済","2025/09/24 13:13:02","","","000000009:カウンター９","0","0","0","0","0","0","0","3600","2","3600","327","3273","327","0","0","0","0","0","0","0","0","0","0","0","0","3600","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 13:13:06","1:成功","2025/09/24 13:13:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 12:43:10"
"*","001:麻布しき 旗の台店","No:202500100003740","0","水","10:会計済","2025/09/24 14:05:03","","","000000003:カウンター３","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/24 14:05:05","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 12:43:15"
"*","001:麻布しき 旗の台店","No:202500100003741","0","水","10:会計済","2025/09/24 14:05:20","","","000000009:カウンター９","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/24 14:05:22","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 13:13:29"
"*","001:麻布しき 旗の台店","No:202500100003742","0","水","10:会計済","2025/09/24 14:04:50","","","000000001:カウンター１","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/24 14:04:52","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 13:52:40"
"*","001:麻布しき 旗の台店","No:202500100003743","0","水","10:会計済","2025/09/24 17:19:56","","","000000017:ウーバーイーツ1","0","0","0","0","0","0","0","7250","4","7250","537","0","0","6713","537","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7250","0131:辻 里桜","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 17:20:00","1:成功","2025/09/24 17:25:31","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 16:16:32"
"*","001:麻布しき 旗の台店","No:202500100003744","0","水","10:会計済","2025/09/24 21:18:18","","","000000001:カウンター１","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ","1:成功","2025/09/24 21:18:20","1:成功","2025/09/24 21:18:39","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 17:04:32"
"*","001:麻布しき 旗の台店","No:202500100003745","0","水","10:会計済","2025/09/24 17:25:42","","","000000018:ウーバーイーツ2","0","0","0","0","0","0","0","3800","3","3800","345","3455","345","0","0","0","0","5000","1200","0","0","0","3800","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 17:25:46","1:成功","2025/09/24 17:26:36","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 17:04:41"
"*","001:麻布しき 旗の台店","No:202500100003746","0","水","10:会計済","2025/09/24 20:03:52","","","000000009:カウンター９","2","2","0","0","0","0","0","26870","20","26870","2442","24428","2442","0","0","0","0","0","0","0","0","0","0","26870","0","0","0","0","0","0","0","0131:辻 里桜","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 20:03:56","1:成功","2025/09/24 20:04:51","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 17:59:28"
"*","001:麻布しき 旗の台店","No:202500100003747","0","水","10:会計済","2025/09/24 20:51:19","","","000000017:ウーバーイーツ1","0","0","0","0","0","0","0","8050","7","8050","596","0","0","7454","596","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8050","0131:辻 里桜","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/24 20:51:22","1:成功","2025/09/24 20:52:57","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 19:57:33"
"*","001:麻布しき 旗の台店","No:202500100003748","0","水","10:会計済","2025/09/24 21:07:18","","","000000005:カウンター５","2","1","1","0","0","0","0","9440","12","9440","858","8582","858","0","0","0","0","10000","560","0","0","0","9440","0","0","0","0","0","0","0","0","0131:辻 里桜","","","","6:税率単位","","1","20250924210727","1:成功"," ","1:成功","2025/09/24 21:07:23","1:成功","2025/09/24 21:08:18","","","","","T7010401147721","株式会社 麻布しき","24","2025/09/24 20:03:58"
"*","001:麻布しき 旗の台店","No:202500100003749","0","木","10:会計済","2025/09/25 11:32:52","","","000000017:ウーバーイーツ1","0","0","0","0","0","0","0","5800","1","5800","429","0","0","5371","429","0","0","10000","4200","0","0","0","5800","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","1","20250925113358","1:成功"," ","1:成功","2025/09/25 11:32:55","1:成功","2025/09/25 11:34:10","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 10:25:56"
"*","001:麻布しき 旗の台店","No:202500100003750","0","木","10:会計済","2025/09/25 13:26:24","","","000000016:テーブル４","2","2","0","0","0","0","0","15900","4","15900","1445","14455","1445","0","0","0","0","0","0","0","0","0","0","15900","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/25 13:26:28","1:成功","2025/09/25 13:27:30","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 11:07:54"
"*","001:麻布しき 旗の台店","No:202500100003751","0","木","10:会計済","2025/09/25 11:10:03","","","000000001:カウンター１","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","",""," ",""," ","1:成功","2025/09/25 11:10:06","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 11:09:50"
"*","001:麻布しき 旗の台店","No:202500100003752","0","木","10:会計済","2025/09/25 11:52:48","","","000000001:カウンター１","1","1","0","0","0","0","0","1200","1","30","2","28","2","0","0","0","0","0","0","0","0","1170","0","0","0","30","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/25 11:52:52","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 11:10:44"
"*","001:麻布しき 旗の台店","No:202500100003753","0","木","10:会計済","2025/09/25 11:56:28","","","000000009:カウンター９","2","2","0","0","0","0","0","2700","2","2700","245","2455","245","0","0","0","0","0","0","0","0","0","0","0","0","2700","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/25 11:56:31","1:成功","2025/09/25 11:56:59","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 11:31:59"
"*","001:麻布しき 旗の台店","No:202500100003754","0","木","10:会計済","2025/09/25 12:14:36","","","000000013:テーブル１","6","6","0","0","0","0","0","8700","6","8700","790","7910","790","0","0","0","0","0","0","0","0","0","0","0","0","8700","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/25 12:14:40","1:成功","2025/09/25 12:15:06","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 11:53:49"
"*","001:麻布しき 旗の台店","No:202500100003755","0","木","10:会計済","2025/09/25 13:30:43","","","000000001:カウンター１","2","1","1","0","0","0","0","5390","6","5390","490","4900","490","0","0","0","0","0","0","0","0","0","0","0","0","5390","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/25 13:30:47","1:成功","2025/09/25 13:31:20","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 12:08:28"
"*","001:麻布しき 旗の台店","No:202500100003756","0","木","10:会計済","2025/09/25 12:35:51","","","000000003:カウンター３","2","2","0","0","0","0","0","3000","2","3000","272","2728","272","0","0","0","0","5000","2000","0","0","0","3000","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/25 12:35:55","1:成功","2025/09/25 12:48:24","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 12:12:09"
"*","001:麻布しき 旗の台店","No:202500100003757","0","木","10:会計済","2025/09/25 13:00:49","","","000000009:カウンター９","2","2","0","0","0","0","0","3000","2","2800","254","2546","254","0","0","0","0","3000","200","0","0","200","2800","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/25 13:00:53","1:成功","2025/09/25 13:01:35","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 12:14:02"
"*","001:麻布しき 旗の台店","No:202500100003758","0","木","10:会計済","2025/09/25 13:00:22","","","000000005:カウンター５","2","2","0","0","0","0","0","2300","2","2100","190","1910","190","0","0","0","0","1100","0","0","0","200","1100","0","0","1000","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/25 13:00:26","1:成功","2025/09/25 13:00:27","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 12:28:49"
"*","001:麻布しき 旗の台店","No:202500100003759","0","木","10:会計済","2025/09/25 13:57:16","","","000000005:カウンター５","1","1","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/25 13:57:19","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 13:26:54"
"*","001:麻布しき 旗の台店","No:202500100003760","0","木","10:会計済","2025/09/25 13:45:06","","","000000017:ウーバーイーツ1","0","0","0","0","0","0","0","7600","4","7600","562","0","0","7038","562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7600","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/25 13:45:10","1:成功","2025/09/25 13:45:39","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 13:38:10"
"*","001:麻布しき 旗の台店","No:202500100003761","0","木","10:会計済","2025/09/25 21:31:41","","","000000027:奥座1","5","5","0","0","0","0","0","55000","5","55000","5000","50000","5000","0","0","0","0","0","0","0","0","0","0","55000","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","1","20250925213150","1:成功"," ","1:成功","2025/09/25 21:31:45","1:成功","2025/09/25 21:34:01","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 19:19:47"
"*","001:麻布しき 旗の台店","No:202500100003762","0","木","10:会計済","2025/09/25 20:32:44","","","000000013:テーブル１","2","1","1","0","0","0","0","15570","9","15570","1415","14155","1415","0","0","0","0","0","0","0","0","0","0","0","0","15570","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/25 20:32:46","","","","","T7010401147721","株式会社 麻布しき","25","2025/09/25 19:50:12"
"*","001:麻布しき 旗の台店","No:202500100003763","0","金","10:会計済","2025/09/26 12:02:27","","","000000013:テーブル１","3","3","0","0","0","0","0","4100","3","4100","372","3728","372","0","0","0","0","4100","0","0","0","0","4100","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","1","20250926120232","1:成功"," ","1:成功","2025/09/26 12:02:31","1:成功","2025/09/26 12:02:51","","","","","T7010401147721","株式会社 麻布しき","26","2025/09/26 11:41:39"
"*","001:麻布しき 旗の台店","No:202500100003764","0","金","10:会計済","2025/09/26 12:21:02","","","000000005:カウンター５","1","1","0","0","0","0","0","1800","1","1800","163","1637","163","0","0","0","0","5000","3200","0","0","0","1800","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/26 12:21:06","1:成功","2025/09/26 12:21:28","","","","","T7010401147721","株式会社 麻布しき","26","2025/09/26 11:57:55"
"*","001:麻布しき 旗の台店","No:202500100003765","0","金","10:会計済","2025/09/26 13:21:46","","","000000001:カウンター１","1","1","0","0","0","0","0","1200","2","1100","100","1000","100","0","0","0","0","0","0","0","0","100","0","1100","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/26 13:21:49","1:成功","2025/09/26 13:22:04","","","","","T7010401147721","株式会社 麻布しき","26","2025/09/26 12:05:52"
"*","001:麻布しき 旗の台店","No:202500100003766","0","金","10:会計済","2025/09/26 12:36:50","","","000000009:カウンター９","2","2","0","0","0","0","0","2400","2","2400","218","2182","218","0","0","0","0","5000","2600","0","0","0","2400","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/26 12:36:53","1:成功","2025/09/26 12:37:06","","","","","T7010401147721","株式会社 麻布しき","26","2025/09/26 12:07:20"
"*","001:麻布しき 旗の台店","No:202500100003767","0","金","10:会計済","2025/09/26 12:52:55","","","000000003:カウンター３","2","2","0","0","0","0","0","2400","2","2400","218","2182","218","0","0","0","0","0","0","0","0","0","0","0","0","2400","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/26 12:52:58","1:成功","2025/09/26 12:53:15","","","","","T7010401147721","株式会社 麻布しき","26","2025/09/26 12:21:32"
"*","001:麻布しき 旗の台店","No:202500100003768","0","金","10:会計済","2025/09/26 13:11:12","","","000000013:テーブル１","2","2","0","0","0","0","0","2200","2","2200","200","2000","200","0","0","0","0","2200","0","0","0","0","2200","0","0","0","0","0","0","0","0","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/26 13:11:15","1:成功","2025/09/26 13:20:43","","","","","T7010401147721","株式会社 麻布しき","26","2025/09/26 12:21:47"
"*","001:麻布しき 旗の台店","No:202500100003769","0","金","10:会計済","2025/09/26 12:58:24","","","000000016:テーブル４","2","2","0","0","0","0","0","3330","3","3330","302","3028","302","0","0","0","0","5000","1670","0","0","0","3330","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","1","20250926125845","1:成功"," ","1:成功","2025/09/26 12:58:28","1:成功","2025/09/26 12:59:22","","","","","T7010401147721","株式会社 麻布しき","26","2025/09/26 12:28:07"
