取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量,メモ
RB0120260529185330000,2026/05/29,20:41:11,10000,10000,909,0,10000,909,0,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,01:47:41,"E","橋本",A83504CC421E484BB8DBFE249DFA18C9,"コース&セット","5000円飲み放題付（2時間制）",5000,2,"安田さん友人"
RB0120260529205625000,2026/05/29,22:25:59,11900,11900,1081,0,11900,1081,0,11900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,01:29:34,"A","橋本",267D8CCE3FEA47D79DEB8AC277B900E4,"その他","tablecharge",600,2,"海外"
RB0120260529205625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267D8CCE3FEA47D79DEB8AC277B900E4,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260529205625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267D8CCE3FEA47D79DEB8AC277B900E4,"JAPANESE COCKTAIL","撫子ネグローニ",1900,1,
RB0120260529205625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267D8CCE3FEA47D79DEB8AC277B900E4,"JAPANESE COCKTAIL","シルキー麹サワー",1900,2,
RB0120260529205625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267D8CCE3FEA47D79DEB8AC277B900E4,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260529205625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267D8CCE3FEA47D79DEB8AC277B900E4,"STANDARD COCKTAIL","ピーチフィズ",1200,1,
RB0120260529220458000,2026/05/29,22:39:37,4600,4600,418,0,4600,418,0,4600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:34:39,"C","橋本",2EEF1BF34B97432DB0FA6E50277B84C9,"その他","tablecharge",600,2,"新規"
RB0120260529220458000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2EEF1BF34B97432DB0FA6E50277B84C9,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260529220458000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2EEF1BF34B97432DB0FA6E50277B84C9,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260529222130000,2026/05/29,23:04:50,6000,6000,545,0,6000,545,10000,0,0,0,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,3,6,00:43:20,"D","橋本",1819A650D88B4B7A94902457D2E05B27,"その他","tablecharge",600,3,"リピーター
新規"
RB0120260529222130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819A650D88B4B7A94902457D2E05B27,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,1,
RB0120260529222130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819A650D88B4B7A94902457D2E05B27,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260529222130000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819A650D88B4B7A94902457D2E05B27,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260529214212000,2026/05/29,23:09:14,13000,13000,1181,0,13000,1181,0,13000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,01:27:01,"E","橋本",38E5C7EE35E642199091333A1DDC1105,"その他","tablecharge",600,3,"新規"
RB0120260529214212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38E5C7EE35E642199091333A1DDC1105,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260529214212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38E5C7EE35E642199091333A1DDC1105,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,3,
RB0120260529214212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38E5C7EE35E642199091333A1DDC1105,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,
RB0120260529214212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38E5C7EE35E642199091333A1DDC1105,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260529214212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38E5C7EE35E642199091333A1DDC1105,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260529214212000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38E5C7EE35E642199091333A1DDC1105,"HOT APPETIZERS","にんじんのソテー",1300,1,
RB0120260529221751000,2026/05/29,23:32:23,4200,4200,381,0,4200,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,01:14:32,"8, 9","橋本",5663A9CB380E44C4835D7944FB361389,"その他","tablecharge",600,2,"新規"
RB0120260529221751000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5663A9CB380E44C4835D7944FB361389,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260529221751000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5663A9CB380E44C4835D7944FB361389,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260529214359000,2026/05/29,23:39:11,5500,5500,500,0,5500,500,6000,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,1,7,01:55:12,"6","橋本",46B16D1E20204C8497C557055CEB7DD5,"未設定","No charge",0,1,"平川友人"
RB0120260529214359000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46B16D1E20204C8497C557055CEB7DD5,"その他","丸氷",100,1,
RB0120260529214359000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46B16D1E20204C8497C557055CEB7DD5,"ドリンク","梅酒",1200,1,
RB0120260529214359000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46B16D1E20204C8497C557055CEB7DD5,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260529214359000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46B16D1E20204C8497C557055CEB7DD5,"HOT APPETIZERS","フィグバター＆ブリオッシュ",1300,1,
RB0120260529214359000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46B16D1E20204C8497C557055CEB7DD5,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260529214359000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46B16D1E20204C8497C557055CEB7DD5,"BFA特典","BFA特典ドリンク",0,1,
RB0120260530180640000,2026/05/30,21:06:22,20800,21000,1890,0,20800,1890,0,20800,0,0,0,0,0,0,0,0,0,0,0,0,0,-200,0,-200,3,3,02:59:42,"C","橋本",20BB43EEC40346CBB34E71330EC674C1,"未設定","7000円飲み放題付（3時間制）",7000,3,"新規"
RB0120260530203303000,2026/05/30,21:29:22,4300,4300,390,0,4300,390,0,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:56:19,"E","橋本",D8A4E254355442FABB7DFA358AE7EE5A,"その他","tablecharge",600,2,""
RB0120260530203303000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8A4E254355442FABB7DFA358AE7EE5A,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260530203303000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8A4E254355442FABB7DFA358AE7EE5A,"STANDARD COCKTAIL","チャイナブルー",1200,1,
RB0120260530201959000,2026/05/30,22:33:47,13500,13500,1227,0,13500,1227,0,13500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,02:13:48,"D","橋本",8B70C3D038B94720B5CA3B210B05560F,"その他","tablecharge",600,3,"新規"
RB0120260530201959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B70C3D038B94720B5CA3B210B05560F,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260530201959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B70C3D038B94720B5CA3B210B05560F,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260530201959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B70C3D038B94720B5CA3B210B05560F,"NEW CLASSIC COCKTAIL","ベルガモットモスコミュール",1500,1,
RB0120260530201959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B70C3D038B94720B5CA3B210B05560F,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,
RB0120260530201959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B70C3D038B94720B5CA3B210B05560F,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,2,
RB0120260530201959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B70C3D038B94720B5CA3B210B05560F,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260530201959000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8B70C3D038B94720B5CA3B210B05560F,"DESSERT","キャラメルバナナ",1200,1,
RB0120260530224424000,2026/05/30,23:55:27,13300,13300,1209,0,13300,1209,0,13300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,01:11:03,"C","橋本",4B291B82E23948DBB2A19D7B0F04F117,"その他","tablecharge",600,2,"新規"
RB0120260530224424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4B291B82E23948DBB2A19D7B0F04F117,"ジン","タンカレーNo10",1400,2,
RB0120260530224424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4B291B82E23948DBB2A19D7B0F04F117,"ビール","ガージェリー",1300,1,
RB0120260530224424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4B291B82E23948DBB2A19D7B0F04F117,"ワイン（グラス）","パナメラ・シャルドネ",1600,1,
RB0120260530224424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4B291B82E23948DBB2A19D7B0F04F117,"ワイン（グラス）","パナメラ・カルベネ・ソーヴィニョン",1600,1,
RB0120260530224424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4B291B82E23948DBB2A19D7B0F04F117,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1,
RB0120260530224424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4B291B82E23948DBB2A19D7B0F04F117,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260530224424000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4B291B82E23948DBB2A19D7B0F04F117,"MAIN DISHES","ボロネーゼラザニア",2100,1,
RB0120260530194947000,2026/05/31,00:00:30,3900,3900,354,0,3900,354,4000,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,1,4,04:10:43,"6","橋本",9F4A371C813F43DCA4580E0A96949613,"未設定","No charge",0,1,"平川友人"
RB0120260530194947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F4A371C813F43DCA4580E0A96949613,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260530194947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F4A371C813F43DCA4580E0A96949613,"COLD APPETIZERS","BFAカプレーゼ",1100,1,
RB0120260530194947000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9F4A371C813F43DCA4580E0A96949613,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260530224419000,2026/05/31,00:23:55,11300,11300,1027,0,11300,1027,0,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,01:39:36,"E","橋本",2B8B910E18C649389C555830C3959920,"その他","tablecharge",600,2,"新規"
RB0120260530224419000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B8B910E18C649389C555830C3959920,"その他","丸氷",100,2,
RB0120260530224419000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B8B910E18C649389C555830C3959920,"ジャパニーズウイスキー","山崎",2500,2,
RB0120260530224419000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B8B910E18C649389C555830C3959920,"ジャパニーズウイスキー","余市",1800,1,
RB0120260530224419000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B8B910E18C649389C555830C3959920,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260530224419000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2B8B910E18C649389C555830C3959920,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260530204237000,2026/05/31,00:44:17,24500,24500,2227,0,24500,2227,0,24500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,04:01:40,"D","橋本",23490CC39D464E54A100EA6E29188CF3,"その他","tablecharge",600,2,"海外"
RB0120260530204237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23490CC39D464E54A100EA6E29188CF3,"ワイン（グラス）","デバルド・ビアンコ",1200,2,
RB0120260530204237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23490CC39D464E54A100EA6E29188CF3,"ワイン","テバルド・ビアンコ",6500,2,
RB0120260530204237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23490CC39D464E54A100EA6E29188CF3,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260530204237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23490CC39D464E54A100EA6E29188CF3,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260530204237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23490CC39D464E54A100EA6E29188CF3,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260530204237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23490CC39D464E54A100EA6E29188CF3,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260530204237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23490CC39D464E54A100EA6E29188CF3,"MAIN DISHES","ボロネーゼラザニア",2100,1,
RB0120260531175937000,2026/05/31,20:05:34,14500,14500,1318,0,14500,1318,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,02:05:57,"A","橋本",E82DCE204B3040B3A5FAE5E05B665DE2,"その他","tablecharge",600,2,"新規"
RB0120260531175937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E82DCE204B3040B3A5FAE5E05B665DE2,"ビール","ガージェリー",1300,1,
RB0120260531175937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E82DCE204B3040B3A5FAE5E05B665DE2,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260531175937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E82DCE204B3040B3A5FAE5E05B665DE2,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260531175937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E82DCE204B3040B3A5FAE5E05B665DE2,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260531175937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E82DCE204B3040B3A5FAE5E05B665DE2,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,2,
RB0120260531175937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E82DCE204B3040B3A5FAE5E05B665DE2,"COLD APPETIZERS","マッシュルームサラダとコールドカット",1300,1,
RB0120260531175937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E82DCE204B3040B3A5FAE5E05B665DE2,"HOT APPETIZERS","フィグバター＆ブリオッシュ",1300,1,
RB0120260531175937000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E82DCE204B3040B3A5FAE5E05B665DE2,"MAIN DISHES","ミントのジェノベーゼ",1900,1,
RB0120260531183149000,2026/05/31,20:21:35,11200,11200,1018,0,11200,1018,0,11200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,01:49:46,"C","橋本",854DE1ED89BE4E7094F3F4C151EE9B1E,"その他","tablecharge",600,2,"新規"
RB0120260531183149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854DE1ED89BE4E7094F3F4C151EE9B1E,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,
RB0120260531183149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854DE1ED89BE4E7094F3F4C151EE9B1E,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260531183149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854DE1ED89BE4E7094F3F4C151EE9B1E,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260531183149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854DE1ED89BE4E7094F3F4C151EE9B1E,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260531183149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854DE1ED89BE4E7094F3F4C151EE9B1E,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260531183149000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854DE1ED89BE4E7094F3F4C151EE9B1E,"COLD APPETIZERS","牛肉と季節のフルーツのカルパッチョ",1500,1,
RB0120260531201036000,2026/05/31,20:28:43,6700,6700,609,0,6700,609,0,6700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,00:18:06,"4, 5, 6","橋本",2144193797114513B706E8182056E13E,"その他","tablecharge",600,3,"海外"
RB0120260531201036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144193797114513B706E8182056E13E,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260531201036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144193797114513B706E8182056E13E,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260531201036000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2144193797114513B706E8182056E13E,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260531203951000,2026/05/31,21:05:57,4200,4200,381,0,4200,381,10200,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,2,4,00:26:06,"7, 8","橋本",9371563A65264B8E9F25D64CD38A4BD7,"その他","tablecharge",600,2,"新規"
RB0120260531203951000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9371563A65264B8E9F25D64CD38A4BD7,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260531203951000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9371563A65264B8E9F25D64CD38A4BD7,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260531203554000,2026/05/31,22:45:39,8600,8600,781,0,8600,781,0,8600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,02:09:45,"5","橋本",0CCB7DC5B4474D1585362BD540941365,"未設定","No charge",0,1,"奥瀬さん"
RB0120260531203554000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0CCB7DC5B4474D1585362BD540941365,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,2,
RB0120260531203554000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0CCB7DC5B4474D1585362BD540941365,"ジャパニーズウイスキー","宮城峡",3000,1,
RB0120260531203554000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0CCB7DC5B4474D1585362BD540941365,"ジャパニーズウイスキー","宮城峡",1500,1,
RB0120260531203554000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0CCB7DC5B4474D1585362BD540941365,"NEW CLASSIC COCKTAIL","デイドリームレモネード",1700,1,
RB0120260531222746000,2026/05/31,23:20:49,6700,6700,609,0,6700,609,11700,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,3,7,00:53:03,"A","橋本",FF4F4EFA06B447548E74A1429E7A0C0F,"その他","tablecharge",600,3,"新規"
RB0120260531222746000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF4F4EFA06B447548E74A1429E7A0C0F,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260531222746000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF4F4EFA06B447548E74A1429E7A0C0F,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260531222746000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF4F4EFA06B447548E74A1429E7A0C0F,"STANDARD COCKTAIL","チャイナブルー",1200,1,
RB0120260531222746000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FF4F4EFA06B447548E74A1429E7A0C0F,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260531220621000,2026/05/31,23:26:02,4000,4000,363,0,4000,363,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,01:19:40,"8","橋本",BAA471F09E744C7B87041C2ACCC36E87,"未設定","No charge",0,1,"平川友人"
RB0120260531220621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAA471F09E744C7B87041C2ACCC36E87,"ジン","エンジン",1600,1,
RB0120260531220621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAA471F09E744C7B87041C2ACCC36E87,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,1,
RB0120260531220621000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BAA471F09E744C7B87041C2ACCC36E87,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260531224623000,2026/05/31,23:28:50,3600,3600,327,0,3600,327,0,3600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,00:42:27,"C","橋本",70B30D3B8C484CCF87AE479262FA4847,"その他","tablecharge",600,1,"新規"
RB0120260531224623000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70B30D3B8C484CCF87AE479262FA4847,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260531224623000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70B30D3B8C484CCF87AE479262FA4847,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
000120260601005043481,2026/06/01,00:51:14,7270,7100,660,0,7270,660,0,7270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,01:47:07,"D","橋本",6EEB30CD18CB45A9B3DFA63DAC4F3171,"その他","tablecharge",600,2,"海外"
000120260601005043481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6EEB30CD18CB45A9B3DFA63DAC4F3171,"ウイスキー（ハイボール・ボトル・オリジナル）","ウイスキー",1400,1,
000120260601005043481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6EEB30CD18CB45A9B3DFA63DAC4F3171,"ビール","ガージェリー",1300,1,
000120260601005043481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6EEB30CD18CB45A9B3DFA63DAC4F3171,"日本酒","作",1700,1,
000120260601005043481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6EEB30CD18CB45A9B3DFA63DAC4F3171,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
000120260601005142453,2026/06/01,00:52:21,7640,7300,694,0,7640,694,0,7640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,01:48:15,"D","橋本",0E987C95AF9E42AFB11436A3E68AC8E8,"その他","tablecharge",600,2,"海外"
000120260601005142453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E987C95AF9E42AFB11436A3E68AC8E8,"日本酒","作",1700,2,
000120260601005142453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E987C95AF9E42AFB11436A3E68AC8E8,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
000120260601005142453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E987C95AF9E42AFB11436A3E68AC8E8,"COLD APPETIZERS","ワカモレチップス",1200,1,
000120260601005239636,2026/06/01,00:53:18,7770,7600,706,0,7770,706,0,7770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,01:49:12,"D","橋本",4D18DF6BD48D41DA8D82066681F58811,"その他","tablecharge",600,1,"海外"
000120260601005239636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D18DF6BD48D41DA8D82066681F58811,"ビール","ガージェリー",1300,3,
000120260601005239636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D18DF6BD48D41DA8D82066681F58811,"日本酒","作",1700,1,
000120260601005239636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4D18DF6BD48D41DA8D82066681F58811,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
